Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description,Shop vs. Product
13023,768,"Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table.","Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Product is in a set list/recommends specific product,Not Grounded,"Recommends at least one of the following: duplicate bridge board, duplicate bridge case, duplicate bridge wallet",Product
13025,768,"Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table.","Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Product is in a set list/recommends specific product,Not Grounded,"Recommends at least one of the following: bidding boxes, a book about duplicate bridge, a velvet mat",Product
13030,768,"Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table.","Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Provides link(s),Grounded,Provides a link to purchase each of the recommended products,Product
13726,768,"Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table.","Giver Persona: I'm a 48-year-old dad who works as a salesperson at a sporting retail store. My favorite pastime is munching on popcorn while watching sports games.

Recipient Persona: My son is 13 years old, a very smart kid who loves reading science books. Recently, he told me he was interested in Olympiads. I was thrilled he was finally going to watch sports with me, but it turned out he is interested in Duplicate Bridge, saying it is a game played in the Mind Olympiads. I have absolutely no idea what that is.

Prompt: We've never had anything like this at home, and I'd like to give him a related gift for Christmas. Please suggest 3 complete gift options I can buy in the UK, each designed so our family can play this game together around the table. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets pricing requirements/gives price,Grounded,Provides the price of each recommended product,Product
13089,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets quantity requirement,Not Grounded,Recommends three carts available on Amazon,Product
13090,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,Recommends only carts that are all foldable,Product
13091,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets product/vendor feature,Grounded,Recommends only carts that have wheels,Product
13092,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets product/vendor feature,Grounded,Recommends only carts that have a basket or enclosed sides,Product
13093,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,Recommends only carts that have a rating of 4 or higher on Amazon,Product
13095,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Provides link(s),Grounded,Provides an Amazon product link for each recommended cart,Product
13129,777,"Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher.","Giver persona: I'm a 32-year-old woman living in Los Angeles, California, with my husband. I work as a dog sitter, so I'm home most of the day.

Recipient persona: My husband recently started gig delivery work. Each route is different. Routes with houses are pretty easy, but the downtown huge apartment buildings are a nightmare. It's also hard to find parking, so sometimes he has to carry multiple packages and walk a long distance to the building because he doesn't want to get a ticket. The packages can be tiny or really big and heavy. He drives a compact sedan, and for some routes, the packages almost fill the entire car. He has a dolly, but it does not hold items from all four sides, so packages fall off easily.

Prompt: Help me find three carts on Amazon with a rating of 4 or higher. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets pricing requirements/gives price,Grounded,Provides the price of each recommended cart in USD,Product
13138,781,"Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita.","Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Vendor Recommendation,Not,Meets quantity requirement,Not Grounded,Recommends three dessert shops,Shop
13139,781,"Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita.","Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Vendor Recommendation,Hurdle,Meets product/vendor feature,Grounded,Recommends only independently-owned businesses (e.g. non-chain or franchise shops),Shop
13140,781,"Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita.","Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Vendor Recommendation,Hurdle,Meets product/vendor feature,Grounded,Recommends only shops that offer chocolate chip cookies,Shop
13141,781,"Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita.","Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Vendor Recommendation,Not,Meets product/vendor feature,Grounded,Recommends only shops within a 10-minute walk of BerlinTEXX - Ekspozita,Shop
13142,781,"Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita.","Persona: I am a forty-two-year-old woman visiting Tirana for the month, and I miss desserts from home in America. I'm seriously craving chocolate chip cookies. I want independently owned shops, not chains or franchises.

Prompt: Recommend three dessert shops that have chocolate chip cookies within a 10-minute walk of my apartment which is above BerlinTEXX - Ekspozita. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Vendor Recommendation,Not,Provides link(s),Grounded,Provides links to each recommend shop,Shop
13278,797,"Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird.","Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets quantity requirement,Not Grounded,Recommends three origami books,Product
13279,797,"Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird.","Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,Recommends only books that contain instructions about how to create an origami crane,Product
13280,797,"Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird.","Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets product/vendor feature,Grounded,Recommends only books that contain instructions about how to create an origami peacock,Product
13281,797,"Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird.","Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Provides link(s),Grounded,Provides a link for each of the recommended books,Product
13727,797,"Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird.","Giver Persona: I am a freelancer working from home, living in Lincoln, UK. I have an optimistic, easygoing, and open-minded personality.

Recipient Persona: My 12-year-old daughter has never attended school and has always been homeschooled. She asked me how to fold a peacock from a piece of paper. (The peacock is her favorite bird.) I said we can draw it on the paper and then cut it out. She said we cannot use scissors or cutters. I said I can tear it out perfectly. She turned around and returned to her room with her hands clasped over her head.

Prompt: Please recommend 3 origami books I can buy in the UK for my daughter so she can learn how to fold a peacock origami. I'd also like the book to teach us how to fold a crane, as that is my favorite bird. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets pricing requirements/gives price,Grounded,Provides the price of each recommended book in GBP,Product
13358,806,"Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US.","Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Hurdle,Product is in a set list/recommends specific product,Not Grounded,Recommends the Sound Devices MixPre-6 II USB audio interface,Product
13359,806,"Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US.","Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Provides link(s),Grounded,Provides a link to purchase the MixPre-6 II,Product
13360,806,"Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US.","Persona: I'm a big fan of Marco Arment, an app developer who also writes the blog https://marco.org/

Prompt:  I remember seeing a list of microphone recommendations he did, but I can't find it now (there is no search on his site!). On that page he recommended TWO products that I want to buy. One is an audio interface that does it all, it's a USB device you plug into the computer and he uses it to record podcasts on the road. The other one is a handheld recorder he uses on the road too. For each, I want the product name and a link to buy it. I'd also like a direct link to his overall microphone recommendation page so I can re-read his review. I'm in the US. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Hurdle,Product is in a set list/recommends specific product,Not Grounded,Recommends the Zoom H5 handheld recorder,Product
