Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
7784,436,"Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers. ","Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets preparation or cooking requirement,Not Grounded,Recommends recipes that can be cooked using only a camping stove
7785,436,"Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers. ","Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets preparation or cooking requirement,Not Grounded,Does not recommend preparing food at home
7786,436,"Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers. ","Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets serving/portion requirement,Not Grounded,States that each recommended recipe yields 8 servings
7787,436,"Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers. ","Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets dish feature requirements,Not Grounded,Does not recommend any highly perishable ingredients
7788,436,"Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers. ","Persona: Next week it is my daughter's 12th birthday, and I have decided to take her and her best friends on a 3-day camping trip, which is an 8-hour drive from here. As the adult of the group, I will be responsible for all the cooking. My daughter has been loving Chinese food lately, so for the second night, I would like to prepare Chinese-inspired meals. I don't know people's food preferences, and I'd like everyone to eat. It will be my daughter and 5 of her friends, my niece, and me. This time we will only have a camping stove as cookware/appliance, and I would like to do all the prep and cooking at the camping site. 

Prompt: Please recommend a main and a dessert that will be crowd-pleasers.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets dietary requirements,Not Grounded,Recommends vegan recipes
7889,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Hurdle,Meets dish feature requirements,Not Grounded,Provides a recipe containing ground beef and vegetables
7890,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets preparation or cooking requirement,Not Grounded,Provides a recipe that can be made in an hour or less
7892,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Provides dietary information,Not Grounded,Warns that the temperature danger zone is between 40ºF and 140ºF
7891,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Provides preparation instructions,Not Grounded,Provides step-by-step instructions
7893,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Other,Not Grounded,Recommends using a thermometer to identify the temperature of perishable foods
7894,448,"Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work.","Persona: We just got back from vacation to find that our chest freezer has broken down. Everything's thawed but still cold and I have a replacement freezer on the way, but I want to use the thawed ground beef and frozen (now thawed) vegetables that were on top in the freezer for dinner tonight in an hour or less.

Prompt: Suggest a recipe that could work. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Other,Not Grounded,Recommends that perishable food left unrefrigerated for more than 2 hours should be discarded
7971,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets quantity/duration requirement,Not Grounded,Provides three bagna cauda recipes
7972,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets serving/portion requirement,Not Grounded,States that each recommend recipe yields at least 14 servings
7976,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets preparation or cooking requirement,Not Grounded,Recommends using a hot plate to reheat the meal
7977,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Other,Not Grounded,Provides a safety warning about keeping perishable foods at safe temperatures for the duration of the meal
8243,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Provides shopping/ingredient list,Not Grounded,Provides a list of ingredients for each recipe
8244,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Hurdle,Provides preparation instructions,Not Grounded,Provides step-by-step instructions for each recipe
8245,460,"Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider.","Persona: I’m going on a bird-watching trip with my wife for the first time with 6 other couples we haven't met. I’ve been tasked with preparing the Italian American bagna cauda that is traditional in our area on these trips. I’ll be driving in to meet the party in my car and I have a generator so I can heat food there but I will be wanting to prep all the ingredients ahead of time. I’ll be setting up a tent in case it’s snowing, which evidently it usually is, as well as some portable tables for cooking and serving. 

Prompt: I'll be headed out shopping this afternoon to get things to start prepping. Please share 3 bagna cauda recipes to consider. Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Other,Not Grounded,Provides safety guidance for using a car generator for cooking
8061,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Other,Not Grounded,Recommends consulting a nutritionist for advice on lupin allergies
8062,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets quantity/duration requirement,Not Grounded,Provides ten dinner recipes
8063,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Provides preparation instructions,Not Grounded,Provides step-by-step instructions
8064,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Provides shopping/ingredient list,Not Grounded,Provides a list of ingredients
8065,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dietary requirements,Not Grounded,"Does not recommend recipes that contain any of the following: meat, poultry, fish, seafood. "
8066,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dietary requirements,Not Grounded,Does not recommend recipes that contain lupin or lupin-derived ingredients
8067,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Provides dietary information,Not Grounded,Provides a disclaimer that there could be an allergic cross-reactivity with other legumes
8311,477,"Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners. ","Persona: I'm a 25-year-old guy living in the UK. I just got a lupin allergy and it's pretty strange. Here they seem to use it in everything, so it's hard to tell when you buy food if it'll be in there or not and good luck explaining it at the restaurant! What a bother this is. Ultimately, though it means I need to start cooking for myself more often, so I'm trying to put together a dinner plan for the next two weeks with recipes that don't have any lupin in them, but I do eat vegetarian and that just complicates matters. I love peanuts, but I have been advised against them. If I could see recipes until I get into the groove of cooking lupin free, that would be great. I used to eat a lot of soy products and whatnot, which apparently sometimes have lupin in them. I don't really want to go back to eating meat. 

Prompt: Give me recipes for the next two weeks of weekday dinners.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dietary requirements,Not Grounded,Does not recommend recipes that contain peanuts
